timestamp,distance_m,linear_x,angular_z,anomaly
1773869622.895,1.9287,0.300,0.000,OK
1773869623.395,1.9766,0.300,0.000,OK
1773869623.897,2.0562,0.300,0.000,OK
1773869624.395,2.1764,0.300,0.000,OK
1773869624.895,2.3060,0.300,0.000,OK
1773869625.395,2.2278,0.300,0.000,OK
1773869625.895,2.2532,0.300,0.000,OK
1773869626.395,2.3794,0.300,0.000,OK
1773869626.895,2.1956,0.300,0.000,OK
1773869627.395,2.2268,0.300,0.000,OK
1773869627.895,2.0304,0.300,0.000,OK
1773869628.395,1.9018,0.300,0.000,OK
1773869628.896,1.7277,0.300,0.000,OK
1773869629.396,1.6253,0.300,0.000,OK
1773869629.895,1.5018,0.300,0.000,OK
1773869630.395,1.2965,0.300,0.000,OK
1773869630.895,1.0746,0.300,0.000,OK
1773869631.395,0.9900,0.300,0.000,OK
1773869631.895,0.9230,0.300,0.000,OK
1773869632.395,0.8185,0.300,0.000,OK
1773869632.895,0.7069,0.300,0.000,OK
1773869633.395,0.7247,0.300,0.000,OK
1773869633.895,0.7088,0.300,0.000,OK
1773869634.395,0.7231,0.300,0.000,OK
1773869634.895,0.8348,0.300,0.000,OK
1773869635.395,0.8094,0.300,0.000,OK
1773869635.895,1.0797,0.300,0.000,OK
1773869636.395,1.1515,0.300,0.000,OK
1773869636.895,1.2569,0.300,0.000,OK
1773869637.395,1.3755,0.300,0.000,OK
1773869637.895,1.6229,0.300,0.000,OK
1773869638.395,1.8203,0.300,0.000,OK
1773869638.895,1.8898,0.300,0.000,OK
1773869639.395,1.8615,0.300,0.000,OK
1773869639.895,2.1913,0.300,0.000,OK
1773869640.395,2.2330,0.300,0.000,OK
1773869640.895,2.2573,0.300,0.000,OK
1773869641.395,2.2949,0.300,0.000,OK
1773869641.895,2.2822,0.300,0.000,OK
1773869642.395,2.2974,0.300,0.000,OK
1773869642.895,2.1965,0.300,0.000,OK
1773869643.395,2.0038,0.300,0.000,OK
1773869643.895,1.9176,0.300,0.000,OK
1773869644.395,1.9073,0.300,0.000,OK
1773869644.895,1.6292,0.300,0.000,OK
1773869645.395,1.5241,0.300,0.000,OK
1773869645.895,1.3909,0.300,0.000,OK
1773869646.395,1.2254,0.300,0.000,OK
1773869646.895,1.0156,0.300,0.000,OK
1773869647.395,0.9287,0.300,0.000,OK
1773869647.895,0.7922,0.300,0.000,OK
1773869648.395,0.8210,0.300,0.000,OK
1773869648.895,0.6985,0.300,0.000,OK
1773869649.395,0.7448,0.300,0.000,OK
1773869649.895,0.6429,0.300,0.000,OK
1773869650.395,0.7617,0.300,0.000,OK
1773869650.895,0.8440,0.300,0.000,OK
1773869651.395,0.9367,0.300,0.000,OK
1773869651.895,1.0533,0.300,0.000,OK
1773869652.395,1.2247,0.300,0.000,OK
1773869652.895,1.3912,0.300,0.000,OK
1773869653.397,1.4919,0.300,0.000,OK
1773869653.899,1.7044,0.300,0.000,OK
1773869654.395,1.8511,0.300,0.000,OK
1773869654.895,1.9997,0.300,0.000,OK
1773869655.395,2.1542,0.300,0.000,OK
1773869655.896,2.2271,0.300,0.000,OK
1773869656.397,2.2058,0.300,0.000,OK
1773869656.895,2.3061,0.300,0.000,OK
1773869657.395,2.2935,0.300,0.000,OK
1773869657.895,2.2764,0.300,0.000,OK
1773869658.396,2.2384,0.300,0.000,OK
1773869658.896,2.0960,0.300,0.000,OK
1773869659.396,2.1028,0.300,0.000,OK
1773869659.896,1.8780,0.300,0.000,OK
1773869660.396,1.7990,0.300,0.000,OK
1773869660.895,1.5696,0.300,0.000,OK
1773869661.395,1.3877,0.300,0.000,OK
1773869661.895,1.2205,0.300,0.000,OK
1773869662.395,1.0645,0.300,0.000,OK
1773869662.895,0.9332,0.300,0.000,OK
1773869663.395,0.8237,0.300,0.000,OK
1773869663.895,0.7862,0.300,0.000,OK
1773869664.395,0.7613,0.300,0.000,OK
1773869664.895,0.6826,0.300,0.000,OK
1773869665.395,0.6626,0.300,0.000,OK
1773869665.895,0.7017,0.300,0.000,OK
1773869666.395,0.8644,0.300,0.000,OK
1773869666.895,0.8971,0.300,0.000,OK
1773869667.395,0.9607,0.300,0.000,OK
1773869667.895,1.1361,0.300,0.000,OK
1773869668.395,1.3609,0.300,0.000,OK
1773869668.895,1.4673,0.300,0.000,OK
1773869669.395,1.5432,0.300,0.000,OK
1773869669.895,1.7655,0.300,0.000,OK
1773869670.395,1.9647,0.300,0.000,OK
1773869670.896,2.0276,0.300,0.000,OK
1773869671.395,2.1892,0.300,0.000,OK
1773869671.895,2.1920,0.300,0.000,OK
1773869672.395,2.4018,0.300,0.000,OK
1773869672.895,2.2737,0.300,0.000,OK
1773869673.395,2.3217,0.300,0.000,OK
1773869673.895,2.2201,0.300,0.000,OK
1773869674.395,2.1431,0.300,0.000,OK
1773869674.895,2.1058,0.300,0.000,OK
1773869675.395,1.9487,0.300,0.000,OK
1773869675.895,1.8524,0.300,0.000,OK
1773869676.395,1.6589,0.300,0.000,OK
1773869676.895,1.5962,0.300,0.000,OK
1773869677.395,1.3360,0.300,0.000,OK
1773869677.896,1.1018,0.300,0.000,OK
1773869678.395,1.0124,0.300,0.000,OK
1773869678.895,0.9506,0.300,0.000,OK
1773869679.395,0.7465,0.300,0.000,OK
1773869679.895,0.7178,0.300,0.000,OK
1773869680.395,0.6432,0.300,0.000,OK
1773869680.895,0.6850,0.300,0.000,OK
1773869681.395,0.7660,0.300,0.000,OK
1773869681.895,0.7817,0.300,0.000,OK
1773869682.395,0.8425,0.300,0.000,OK
1773869682.895,0.8903,0.300,0.000,OK
1773869683.396,1.0910,0.300,0.000,OK
1773869683.895,1.2153,0.300,0.000,OK
1773869684.395,1.4061,0.300,0.000,OK
1773869684.895,1.5441,0.300,0.000,OK
1773869685.398,1.8076,0.300,0.000,OK
1773869685.895,1.8510,0.300,0.000,OK
1773869686.395,1.9683,0.300,0.000,OK
1773869686.895,2.1121,0.300,0.000,OK
1773869687.396,2.1463,0.300,0.000,OK
1773869687.895,2.2112,0.300,0.000,OK
1773869688.398,2.2362,0.300,0.000,OK
1773869688.897,2.3771,0.300,0.000,OK
1773869689.397,2.2725,0.300,0.000,OK
1773869689.896,2.1556,0.300,0.000,OK
1773869690.395,2.0939,0.300,0.000,OK
1773869690.895,1.9793,0.300,0.000,OK
1773869691.396,1.8663,0.300,0.000,OK
1773869691.895,1.7156,0.300,0.000,OK
1773869692.396,1.5040,0.300,0.000,OK
1773869692.895,1.3387,0.300,0.000,OK
1773869693.396,1.1803,0.300,0.000,OK
1773869693.895,1.1029,0.300,0.000,OK
1773869694.395,0.9293,0.300,0.000,OK
1773869694.896,0.8754,0.300,0.000,OK
1773869695.395,0.8513,0.300,0.000,OK
1773869695.895,0.7051,0.300,0.000,OK
1773869696.395,0.7072,0.300,0.000,OK
1773869696.895,0.7089,0.300,0.000,OK
1773869697.395,0.7827,0.300,0.000,OK
1773869697.895,0.8595,0.300,0.000,OK
1773869698.395,0.8571,0.300,0.000,OK
1773869698.895,0.9882,0.300,0.000,OK
1773869699.395,1.2302,0.300,0.000,OK
1773869699.895,1.3521,0.300,0.000,OK
1773869700.395,1.5316,0.300,0.000,OK
1773869700.895,1.6937,0.300,0.000,OK
1773869701.395,1.8040,0.300,0.000,OK
1773869701.895,1.9950,0.300,0.000,OK
1773869702.395,2.0295,0.300,0.000,OK
1773869702.895,2.0957,0.300,0.000,OK
1773869703.395,2.2583,0.300,0.000,OK
1773869703.895,2.2678,0.300,0.000,OK
1773869704.395,2.2636,0.300,0.000,OK
1773869704.895,2.2801,0.300,0.000,OK
1773869705.395,2.1577,0.300,0.000,OK
1773869705.895,2.1753,0.300,0.000,OK
1773869706.395,1.9477,0.300,0.000,OK
1773869706.895,1.9767,0.300,0.000,OK
1773869707.395,1.7970,0.300,0.000,OK
1773869707.895,1.6397,0.300,0.000,OK
1773869708.395,1.4566,0.300,0.000,OK
1773869708.895,1.3406,0.300,0.000,OK
1773869709.395,1.0935,0.300,0.000,OK
1773869709.895,1.0525,0.300,0.000,OK
1773869710.395,0.9437,0.300,0.000,OK
1773869710.895,0.7506,0.300,0.000,OK
1773869711.395,0.6694,0.300,0.000,OK
1773869711.895,0.6764,0.300,0.000,OK
1773869712.395,0.7417,0.300,0.000,OK
1773869712.895,0.7514,0.300,0.000,OK
1773869713.395,0.8466,0.300,0.000,OK
1773869713.895,0.8683,0.300,0.000,OK
1773869714.395,0.8896,0.300,0.000,OK
1773869714.895,1.1250,0.300,0.000,OK
1773869715.395,1.2873,0.300,0.000,OK
1773869715.895,1.4204,0.300,0.000,OK
1773869716.395,1.5537,0.300,0.000,OK
1773869716.895,1.6932,0.300,0.000,OK
1773869717.397,1.9148,0.300,0.000,OK
1773869717.896,1.9486,0.300,0.000,OK
